,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
88,348,"text1: Did too much of that primo ⛷

text2: *cuts to me immediately going to my calculator app to see how many pulls 800 primo gems is*

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,a,a,b
89,274,"text1: i realized the decade is ending in less than a month and was trying to sit and reflect on it and realized that if someone held a gun to my head and told me to recount a specific memory from middle school in detail, i would be shot point blank

text2: If they're going to recount the blue states, I demand they recount the red states. And please start with FLORIDA.

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,b,a,a,b
90,223,"text1: I mean, I'd participate in the whole #academicshaming thing, but as an #AcademicCasualty (&amp; TBH just a person who's been through grad school), I've been publicly shamed more times than I care to recount. (I get that the # is fun &amp; for people revealing their own weak pts, OK)

text2: I demand a recount on @realDonaldTrump's golf score from today.

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,a
91,15,"text1: Fancy new chair coming this week, fancy speakers coming this week, wife going on business trip... looks like it's finally almost time to enjoy... the crushing impostor syndrome that won't let me use my own music studio to create anything.

text2: watching the superm twitter blue room and Baekhyun was so good at being the S Man/impostor. Literally no one suspected him 😆

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
92,16,"text1: so frank (my favorite professor, i'm just calling him by his name from now on lol) told me today that my poem selection had the best titles in the history of the class he's been teaching for like 40 years and then my impostor syndrome kicked in. so how's everyone else's day?

text2: I'm never good at being impostor bc my big fat juicy ass never fits in the vents :/

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,b,a,b,a,a,a,b
93,340,"text1: Happy birthday primo @Elninofred ! Have a good one man 💙

text2: So have you all been subscribing to substacks all this time and secretly reading primo content you never talk about

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
94,350,"text1: 1 🇵🇱 Superhero 2 🇺🇦 Nebo 3 🇷🇺 Wings 4 🇦🇲 Mama 5🇲🇹Not My Soul 6🇵🇱Anyone I Want To Be 7🇬🇪 Mzeo 8🇮🇹 Tu primo grande amore 9🇬🇪 Candy Music 10🇲🇹 The Start

text2: today just for fun I smooshed some shaving foam around, and it did have a very satisfying texture to it, but now my hands smell like man face. I keep eating apple slices and tasting it ☹️not primo

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,b,a,b,b,a,a,b
95,70,"text1: Who am I? Who's that impostor you been following I think you should ask has she got a real photo of this in Seth or just a piddle? I have the account keys how about that?

text2: im playing among us and i got impostor 4 times in a row? that's like a 0.0016% chance of happening according to google

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,b
96,73,"text1: You are not an impostor. You are deserving of the good life 🌹

text2: 1. Join Among Us game 2. Am impostor 3. Four people immediately quit because they're not impostor It's not even fun when you literally have to just fine two people to kill

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,b,a,b
97,297,"text1: Wow!!! Jus had to say bye to my primo Marcos! So fucking sad!! 😥😥 hopefully it won't be another 11 years before I see him!!

text2: Sad no primo for doing the event multiple times. Though it seems like the event isn't finish yet since the story hasn't concluded yet unless they will continue it for another event....

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,a
98,321,"text1: In the tweet befor my mentor in the pictur on the left the one on right ther are my dad Rosario Picco primo ballerino solista della Scala di Milano and my mum Frances Norma Strubel dancer night night love you😍🤗🙏🌌🌌🌌

text2: k i gained 1k primo in 3 hours gonna farm in abyss tmr 😤

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,b,a,b
99,106,"text1: I bought massaman curry paste at lotte so you know what that means 😈

text2: wtf i just noticed I missed the lotte concert ... i forgot how tired I was yesterday 😭😭😭

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,a,a,b
100,111,"text1: dont tell lotte but might change my sf9 bias 😗

text2: I said I wasn't going to get into more groups for awhile but I've been listening to txt since their lotte performance I'm a 🤡

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,b,a,a
101,377,"text1: what if i actually go READ la corda doro primo passo for the loml kazuki hihara,, it's been what 11 years???

text2: just found out people introduce their sides to their mains as “prima” and “primo” I'm 🤮🤮🤢🤢🤢

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
102,51,"text1: me and my impostor syndrome when i get complimented for my cooking: it's not me, it's the pinterest recipe

text2: i wish i was recording the impostor game i had last night. I FOOLED EVERYONE HAHA

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,b,a,a,b
103,234,"text1: When life leaves you in a dark pit, don't forget about the goodness of the Lord. It will be your source of strength and joy. When recount what God did for you in the past, it encourages you to move on. You know that sooner or later, God will change your story.

text2: Trump denies penalty shoot out win. Demands recount.

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,b,a,b,b,b,a,b
104,35,"text1: Looking at #rEDSurrey line up &amp;got major impostor syndrome!Know I am up against tough competition but if you are there please consider coming to see me for some simple, effective teaching strategies you can implement immediately&amp; are widely applicable! @rEDSurrey2019 @GeogMarsh

text2: Can't catch a break in among us when I do the tasks I get killed immediately when I'm an impostor I lose immediately 🙃🙃🙃

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,a,a,a,a,b
105,79,"text1: I don't know if it's impostor syndrome or what but sometimes when I remember I'm a college professor I get a good laugh

text2: In among us im an actual god at impostor but as a crewmate I only focus on my tasks and never find bodies

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,b,a,b,a,b,a,b
106,328,"text1: I'm waiting for primo jordan's bday greetings tho 🙏🏻🙏🏻🙏🏻✨

text2: im in spanish class rn nd im confused lool what's the difference between sobrina sobrina nd primo prima google is useless i dont understandd🕴🏾

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,a
107,94,"text1: “I graduated from library school not even knowing if I belonged in librarianship let alone in academic libraries.” - Ebony McDonald on impostor syndrome and her role as the first diversity resident at LSU Libraries #louisuc19

text2: I've played like 10 plus games and still haven't gotten impostor bro

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,b,a,b
108,140,"text1: also rp tl ugly cause lotte is plastered all over it so yoinks! cant go anywhere . might actually do my homework before midnight for once instead

text2: watch it be for some damn fila or lotte duty free commercial thats not shown until march 2021

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,b
109,323,"text1: i could watch leon &amp; primo all day!! 😭

text2: My cousins texts start with “Miss you primo” and ends with “dame una buena apuesta cerote” 🤦🏻‍♂️

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
110,367,"text1: .@MBakerTBTimes I am baffled at how James Franklin even comes across minds of Floridians. He is from Pennsylvania, he is in the primo coaching job in PA he dreamed of years ago, he is doing well, and totally funded. Why would he pick up and leave?

text2: Yoooo finally trying primo pizzakaya for the first time, got da miso Mac, Braddah pi, and maga haga yurrrr

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,a
111,10,"text1: What a wonderful word is HUMBUG (‘hollowness, pretence, fraud, deception; an impostor'). It's such a polite term, redolent of more civilised times. Let's use it more often, together with humbuggable, humbugger and humbuggery. ‘That humbugger Bercow!' has a nice ring to it.

text2: I sometimes play Among us with a group, and I always get voted out, whether I'm an impostor or not. 😂

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,a,a,a,a,b
112,101,"text1: Best bodo lotte world ni

text2: taehyun was NOT playing at lotte family concert-- he was hitting notes LEFT and RIGHT !!

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,b,b,a,b
113,264,"text1: Currently listening to @ryanogs recount the food that he ate during his @WaltDisneyWorld Honeymoon on today's episode of @ThemeParkTrader Podcast, and it is making me SO hungry! 😂

text2: Stay focus on the votes recount all eyes &amp; ears keep focus on news from all states where recounts are underway. If there are not enough volunteers them all steps of the recounts can't be verified THOSE bastards supporting the LEFT will do anything to get total counts for Biden.

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,b,a,a,b
114,116,"text1: so Paramore isnt coming back and lotte just needs to learn to accept it

text2: also i fell asleep before bts came on the lotte concert thingy😔

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,b,a,a,b
115,22,"text1: me jopping in a frequency loud enough to be heard: I know romanov facts a normal amount. anyway did you know eugenia smith and an alexei impostor,

text2: My daughter just said ""I have impostor syndrome. But my impostor's not good enough"". She's fucking ace.

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,b,a,b,a,a,a,b
116,27,"text1: ] In applying for a passport or a national ID card, all Pakistanis are required to sign an oath declaring Mirza Ghulam Ahmad to be an impostor prophet and all Ahmadis to be non-Muslims.[22] 👀 Seriously ?

text2: played among us for THREE HOURS and that damn game didn't make me the impostor once

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,b,a,b
117,125,"text1: kinda wonder what next major ad gig loona will have we had lotte app, heejin lg and app, 1/3 innis free (we need ot12), that gaming app (heejin to kim lip), yeojin mylive, heejin ft hyunjin avajar.. what else 🤔 I wanna see a @ChipsAhoy cf next (please get them one) or fashion

text2: the 2019 lotte concert jungkook lives in my head rent free

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,b,a,a
118,305,"text1: tomorrow cyph at your crib primo @disrespecfulhoe

text2: genshin oomfs who actually know the game: are 10 intertwined fates, 23 acquaint fates, and about 4k primo gems good?

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
119,44,"text1: On a mission to get inspired by 'still' music earlier, I listened to the second half of Stravinsky's Sacre, only to have a full on impostor syndrome attack in the library, so I put on some Schubert piano sonatas to calm back down. Rough times.

text2: Please stop calling that intruder @MBuhari our president... He's and impostor claiming to be our president... #EndSARS #EndPoliceBrutalityinNigeraNOW #EndBadGoveranceInNigeria

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,b
120,383,"text1: Lmk why el primo is legit straight chillin w/ Natanael Cano rn🤤🤤😂

text2: I think he heard me 😅🤍pero no me asustes asi primo 😖

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
121,369,"text1: also watched iria: zeiram the animation while i was working on stuff, solid show. goku midnight eye was primo 80s cyberpunk goofiness. watching 12 kingdoms now, i really liked it in HS though the rental place only had the first volume so getting to watch all of it will be nice.

text2: jeonghan primo as he should

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,b
122,222,"text1: collapsing into the booth at the restaurant as my deaf dad and loud mom yell in recount of the cum scene from there's something about mary

text2: 1/2 🚨BREAKING: A third recount in Georgia begins today. Poll workers will have until 11:59 p.m. on Dec. 2 to finish counting all votes. All counties will give a public notice of when they will be counting in order to allow...

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,a,a,a,a,b
123,251,"text1: I demand a recount @Spotify! 🤣🙈 🎶 🎶🤷🏽‍♀️ #spotifywrapped2019

text2: I've been assigned to monitor vote recount in Milwaukee WI Nov 21-25 6 hour shifts

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,a,a,a,a,b
124,56,"text1: Thing is, I don't really know where to start, after all that time! Because there's my thesis and also my impostor syndrome and also teaching and yet again my impostor syndrome... And also translating Old English into French (A. Night. Mare. And I'm not talking about horses)

text2: Am I the impostor in among us? Yes? Do I get offended when someone suggests so? Also yes

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,a,a,a,a,b
125,345,"text1: can primo win a giveaway pwease? 🥺

text2: i just got my pocket money from my bro yesterday, and i'm thinking to buy that 980+980 primo 🤔

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,a,a,b
126,108,"text1: “Boxy” is never a word I thought of to describe yuzu but lotte is pushing the boundaries today

text2: okay im finally home time to watch the lotte concert

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,b,a,a,a
127,372,"text1: I cannot get over Jim Ross and Tony Schiavone at the same announcer's table. It's fascinating, it's intriguing, it's...awkwardly engaging. I love it. AEW in general has been pretty primo.

text2: anyways let me go mass vote on that poll to make sure my primo samuel wins

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,a,a,a,a,b,a,b,a,b
128,48,"text1: Recently came across the idea that impostor syndrome and egomania are closely related. They seem different, but each stems from the idea that your value derives from your accomplishments/abilities.

text2: nowadays you can't say the word ""impostor"" without someone making an among us reference

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,a,a,a,b
129,64,"text1: Starting a new job next week and I can already feel the impostor syndrome creeping in.

text2: Hate being the impostor Itna stress 😭

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,b
130,258,"text1: If you express gratitude to God for His perceived works in your life more of what to express gratitude for happen. Like from time to time sit back and recount things, events, achievement sofar within the week or month, happenings for which you are grateful to God.

text2: IDK why they want a recount. Knowing damn well Trump's ego cannot take another defeat like that 🥵

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,b,b,b,a,a,a,b
131,155,"text1: lotte is finnish n her mom appears to b saami im gonna cry 🥺🥺🥺🥺🥺❤️❤️❤️❤️

text2: I feel so stupid because I forgot that lotte concert was yesterday 😭😭😭😭😭😭 This happens when I'm absent from twitter 😢😢😢

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,a,a,b
132,37,"text1: can u get impostor syndrome from something u havent even done yet,,,,,

text2: I can't believe there are people who play Among Us that don't like being an impostor

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
133,166,"text1: 🐣/ friendly reminder lotte is korea uses roaming data ($$$). it's hard to update, post, or even generally load a page using her wifi egg. mb she'll find a free time on her vacation to try and reply to messages but she won't be back until nov. 4th^^

text2: Ateez in lotte world with the cute headbands PLSSSSS

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,a,a,a,a
134,87,"text1: I received a chorus of “bravos” after my reading tonight and my impostor syndrome is so deep-seared that my first thought was was being mocked. #callthetherapist

text2: not the fan accs i follow on ig still following that hc impostor acc eugh

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,b,a,a
135,25,"text1: It's been awhile since I've been on this account. Partly inertia since my other account has so many folks that I haven't followed here yet and refollowing so many people feels overwhelming. Partly some sense of impostor syndrome and confusion applied to my gender identity, too.

text2: Slack is Among Us for engineers. “who killed it?” “i feel like an impostor” “bob has started a poll”

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
136,364,"text1: The canine talent at this holiday market has been *primo*

text2: ban zhao tvb fighting for women's rights to education dal primo secolo a.C.

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,b,b,a,b,b,a,a,b
137,187,"text1: uhhh pfp change time because lotte makes me feel like tessa

text2: watching the lotte concert in a few minutes leave me alone. I need to feel like im caught up

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,b,a,a,b
138,172,"text1: oh so monopoly is around lotte and it closes by 6pm and weekend too? ohhh

text2: why does it feel like a whole week has passed since the lotte duty free concert when it was literally this morning-

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,a
139,289,"text1: about to collect recount signatures at harrys in allston come thru if youre a ward 21 voter

text2: Starting paragraph one of a recount tomorrow! What would you provide for the children apart from word banks

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
140,100,"text1: Iced mocha latte I smoke a lotte

text2: I️ could've watched the lotte performance but I️ had the absolute worst migraine last night... when I️ get really mad I️ get migraines now EMBARRASSING

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,a,a,b
141,265,"text1: My partner has epic dreams, which is fine...until I hear them in a painstakingly detailed recount. I haven't had my second coffee yet, babe, and almon milk just doesn't tide me over enough

text2: When you demand a recount of GA because you're a sore fucking loser... and they find more Biden votes. So you're more of a loser.

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,b,b,b,a,a,b
142,58,"text1: Do any other music theorists get a big spoonful of impostor syndrome from the thought of having to present at a non-joint AMS?

text2: played among us for the first time today and i was an impostor once i had no idea what to do

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,b,a,b
143,330,"text1: Long Live droopy! Next week marks 2 years primo

text2: I'm pretty sure the current Fischl event in #GenshinImpact is designed to force players to spend saved up fragile resin or burn primo for resin refill. Accounting for BP events and stuff i'm not entirely sure it's doable without spending hard currency? maybe i'll dig into later.

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,b,a,b
144,115,"text1: what the fuck is a little lotte

text2: stolen judge me based off some of my kins luz, kipo, asher, marcy, anne, akko, diana, amity, lotte, lapis lazuli, connie (su), gwen (spiderverse), willow, skara

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,b,a,a
145,299,"text1: whens el primo cody coming over here tho?

text2: Craving for sea ranch pizza mn primo's 🥺🥺🥺

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
146,49,"text1: Hi I hate impostor syndrome and it can suck my dick thanks bye

text2: being impostor in among us is nice until someone has a hack and ruins the only time you're impostor

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,b
147,66,"text1: I would like to thank internet, social media and afrofeminism for showing me i didn't need to go to a fancy french school to be an artist. My impostor syndrome is slowly reclining and y'all not ready for when it's completely gone fatherfuckers😏

text2: Got into an Among Us lobby today where some 8 year old who was playing for the first time kept following me because I was nice to them. Felt bad when I was eventually the impostor and had to betray that trust.

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,b,a,b
148,158,"text1: best of me hits differently since the lotte concert

text2: han dong hee's turn. 3 run HR and lotte up 15-0 in the third 🤩

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,a
149,93,"text1: What if it's not impostor syndrome and I just suck 😐

text2: Dudut the greatest impostor amp

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
150,327,"text1: my holiday fits looking extra spicy. best believe ima be the flyest primo chilling in the sala

text2: Happy birthday primo ‼️🍻 @bozyomar

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,a
151,329,"text1: Midwest kids still thinking 20-30 a g is fair because their dealer says it's 'primo' or 'fire'. Stop it. Get some help.

text2: Me has experienced Epic 7, FGO, and other other gacha like games and Genshim Impact is just... ;-; oof.. like getting primo gems is effing hard, plus the achievement rewards doesn't' feel like an achievement at all since you will be given wot.. 3 or 5 primo? hecc..

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,a,b,b,a,b
152,168,"text1: so what is this tingly feeling i get in my tummy when i watch videos of koo from the lotte family concert?

text2: so...nct world 2.0 at lotte tower sky bridge huh :o

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,b,a,a,a
