,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
108,229943,i am feeling overly hostile tonight and just wanted to get it off my chest,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,b,a,b
109,108413,i feel infuriated every time that the christmas season draws near,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,b,b,a,b
110,51233,ive been feeling irritable and just over things,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
111,141724,i want the ones im closest with to understand what im feeling and how dangerous it is,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,a,a,a,a,a,a,a,a,a,a
112,735,ive been feeling irritable since i restarted the advair,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
113,390285,i feel like a greedy little fashion pig sometimes,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,d
114,414045,i know the she is a daughter of god and that makes it a bit harder for me to feel angry with her still,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,e,b,b,a,b,a,a,b
115,40186,my father and i had an argument because i do not help enough at home,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
116,136224,i say when im feeling selfish and thinking only of myself worrying about my familys cancer history and fretting that its just a matter of time before i get the disease myself,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,a,d,a,a,a,a,a,a,a
117,86591,i love her but i can t even talk to her now without feeling hated,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
118,295882,i got myself ready for another busy work week which will undoubtedly see me being swamped with plenty of last minute work i started feeling bitter,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,b,a,b
119,333908,i have written two and a half novels hundreds and hundreds of pages and yet for every hour i spend writing multiply that by about hours spent not writing and feeling pissed at myself and guilty for not writing,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
120,99352,i normally have no problem with that thought im currently feeling a little nostalgia dangerous emotion that,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,c,a,a,a,e,a,a,a,a,d
121,7250,i feel bitter sweet about it because although i am happy for him to go to dental and become a dentist like he has always wanted i am sad to be apart from him,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,d,d,d,d,d,a,b,b,d,d
122,90933,i feel angry when someone tries to fight me and im sick and tired of it,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,b,b,a,b
123,364897,i realize that ive spent a lot of the last two years feeling angry and scared after a bad experience some of it justified some of it the result of an injured ruminating mind that struggles to let go of things in general,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,a,b,b,a,a,b,a,a,b
124,14890,i like how i can say to her exactly how i feel at some point i think shes gonna be royally pissed at me but thats because of our personalities,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,f
125,354498,i just might feel that activia is snobbish,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,d
126,188055,i still love them yet i feel like they arent bothered anymore,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,e,e,e,d,e,a,a,a,a,d
127,347258,i went along to the dinner and when the person collected me because i was feeling quite irritated about going i forgot my foodpack,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
128,47180,i admit i m feeling a bit selfish because i m the one that is getting so much more than what money can buy,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,e,b,b,a,a,a,a,c
129,361958,i have a feeling he has been distracted by talks of where he will fight next the apprentice clothing lines jenna other busisness ventures did i mention jenna,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,a,e,a,e,a,a,a,a,f
130,256289,i made a list of resentments and the reason why i feel resentful towards certain people in my life,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
131,353002,i know that there are many who were thrilled with the way this trilogy has concluded but i cant help feeling a little cheated with the rushed events,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,d,d,b,b,a,a,a,a,d
132,13473,i dont know i didnt feel bothered about previously things that i should not be bothered about,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,a,b,a,a,a,a,c
133,331473,i also feel bothered,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,d
134,398784,i used to feel so rude about not clearing up my plates and things afterwards but i am slowly becoming accustomed to georgians generally wanting to do this for me if i am a guest it was weird at first and i still feel guilty but it is getting easier,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,f,f,b,a,a,a,a,f
135,197982,i practice deep breathing even today whenever i feel stressed,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,a,a,a,a,c,b,a,a,c
136,9151,i feel really insulted that everyone just thinks so lightly of me,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,b,b,b,b,b,a,a,a,a,b
137,341844,i brush it to the side or tuck it behind my ear only to feel a few rebellious strands escape and tickle my cheeks and my lips i realize im not the one in control,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,d,a,f,a,a,a,a,f
138,113381,i really did not feel offended at all,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,e,b,b,b,b,a,a,a,a,c
139,81482,i feel like hes agitated,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,a,a,a,a,a,b
140,259231,im left feeling like ive had a bucket of cold water thrown at me,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,a,a,d,f,f,a,a,a,a,f
141,117509,i feel like a heartless cow,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,d,d,b,d,b,a,a,a,d,d
142,117737,i was feeling grouchy and the old man has mentioned that retail therapy is great,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,b,a,a,b
143,240189,i feel so agitated that someone is trying to overpower me and rule my decisions and discretions whereas actually they have no power and damn authority to do so,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
144,4009,i feel jealous of those who have both sets of parents,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,d
145,251067,i feel like i would be unkind if i did not give you a heads up about a giveaway that is going to be held here on friday october th,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,e,b,b,a,a,a,f,f
146,409781,i feel like i havent gotten closure from some past events in my life and bitter because i have allowed myself to hold on to the anger,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,b,a,b
147,316656,i start feeling really agitated and a bit panicky and the first thing i do is i have to take my shoes off and when i get home the socks as well,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,a,a,a,a,a,a,a,a,a,a
148,409859,im going to die because im so dissatisfied feeling which consequently makes me realize that im actually dissatisfied not in any specific way but in a general way about how life is organized,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,d,a,a,a,d,a,a,a,d,d
149,215045,i struggled during the entire preformance to keep them open feeling extremely rude and even nodded off for a second a couple of times,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,a,a,a,a,d,d
150,158780,i feel like wenger will be stubborn again and say well the new season is here we still have vermaelen djourou koscielny and squillaci plus bartley too once he recovers,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,f,a,a,a,f
151,87885,i am somewhat sad but give myself a pat for not feeling totally disgusted,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,d,d,d,d,d,a,a,a,d,d
152,292388,i was wondering why i was feeling so irritable fat and insanely exhausted over the course of the past few days,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
153,169476,i can feel fall in the air and my trees are dropping leaves like mad,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,d,d,d,d,d,a,a,a,a,d
154,265003,i feel a bit bitter now,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,b,a,a,d
155,34558,i also think about it when i feel like writing rude things that pass through my head but since i have common sense realize would be disastrous to my ability to make and keep friends if published,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,a,b,a,a,a,a,f
156,345623,i am or feels insulted of this introduction just dont read ahead,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
157,334016,i had a baby i got such a shock i wrote a book about it to try and make other new mums realise they are not alone it s normal to feel mad sad exhausted and so on,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,d,d,f,f,f,a,a,a,f,f
158,32439,i feel violent i feel alone dont try to change my mind,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,a,a,b
159,79936,i will refrain from telling you how i really feel about the bitch and sarcastic comment,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
160,110572,i remember feeling disgusted at the ungrateful nine who didnt thank jesus for healing them,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,b,b,b,b,b,a,b,a,a,b
161,52389,i just finished the project from hell with another one to go and the reason its not done is because i got too mad to continue and i feel enraged,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,b,a,b
162,267222,ive been feeling pretty frustrated about how people who are different have to suffer,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
163,309278,i couldn t help but feel a little disgusted at what they were trying to pass off as a story,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,a,a,a,a,b
164,196600,i feel i am too stubborn and resistant for therapy,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,c,a,a,a,a
165,392816,i don t want to hear about the grieving processes of those who feel i ve wronged them when it was right for me to get away from them,B,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",b,d,b,d,b,b,b,a,a,a,a,b
166,188530,i am days out from my septoplasty surgery and not feeling super hot,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,a,a,d,d,a,a,a,a,d,d
167,159608,i feel thankful for days like these days that remind me of the natural cycle of life the cycle of seasons,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,c,c,c,c,a,a,a,a,c
168,288639,i wonder if its the zoloft or the fact that im feeling calm and relaxed at this point of my life,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
169,2505,i will admit that my title made me feel extremely clever gt lt anyway what to say about this,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,f,c,c,c,c,a,a,a,f,f
170,377387,i feel called to do a project that honors women moms that are passionate about breastfeeding their children,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,e,e,a,a,a,e,e
171,309540,i think im going to try to work little bits into my day that can be accomplished and make me feel successful and productive,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
172,335497,i feel talented in taking this pic a href http www,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
173,47068,i bought a lovely piece of wool coating with a lovely mohair feel to it which i earmarked for a casual jacket,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,c,e,c,a,a,a,a,c
174,224304,i can feel a cool air at the park,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
175,394449,i still feel the need to be absolutely faithful to my wife to treat other people in a loving way and to you know not hurt animals and stuff,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,d,e,e,e,e,e,a,a,a,e,e
176,25675,i feel like ive ever perfectly captured this beauty this perfect girl,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,e,e,a,a,a,e,e
177,408427,i always feel so much better after seeing the head doctor,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
178,71553,i was ready to try to go to sleep somewhere around am but i was still having a hard time feeling resolved enough,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,d,d,d,c,a,a,a,a,d
179,296800,i feel sure that the workshop had been especially tidied for our visit it was wonderful and much appreciated,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,c,c,c,c,a,a,a,a,c
180,254535,i like how her poems feel casual and yet she has lots of memorable lines,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,c,e,c,c,a,a,a,a,c
181,207467,i feel that she is more talented than i ll ever be,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,f,e,a,a,a,a,d
182,188328,i should be an old hand at it by now i m finding that i m feeling just as excited as both of the past times,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,b,a,f,c
183,70580,i should feel delighted seeing him get humiliated in front of a screaming audience of kids but i don t cause i already saw that happen in a saturday matinee of pirates of the caribbean,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,a,b,c,c,b,a,a,a,a,d
184,39171,i feel smug that i can do this,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,f,c,c,c,c,a,a,a,a,c
185,161599,i used to do that with my feelings as well,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,d,b,d,d,d,d,a,a,a,a,d
186,393913,im not feeling so festive happy frickin new year,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,d,c,d,d,b,a,a,a,a,d
