majortopic,text,chamber,party,pass_h,pass_s,bill_id,year,cong
1.0,"A bill to amend the Internal Revenue Code of 1986 to modify the deduction for domestic production activities for film and television productions, and for other purposes.",2,100.0,0.0,0.0,110-S-3330,2008,110
1.0,"A bill to amend section 453 (a) of the Internal Revenue Code of 1954 to clarify the status thereunder of certain types of installment plans, and for other purposes.",2,100.0,0.0,0.0,88-S-1265,1963,88
1.0,Making certain changes in laws applicable to the Department of the Treasury so as to permit the effectuation by the President and the Secretary of the Treasury of the recommendations regarding the Department of the Treasury made by the Commission on Organ,1,200.0,0.0,0.0,81-HR-5174,1949,81
1.0,To amend the Internet Tax Freedom Act to make permanent the moratorium on certain taxes relating to the Internet and to electronic commerce.,1,200.0,0.0,0.0,110-HR-1077,2007,110
1.0,A bill to require equal tax treatment for similarly situated taxpayers.,2,200.0,0.0,0.0,85-S-1596,1957,85
1.0,"To ,amend the Internal Revenue Code of 1954 to increase from $600 to7320-7356$1,200 the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemptions for a dependent, and the additional exemptions for old age and blindness)",1,100.0,0.0,0.0,91-HR-7344,1969,91
1.0,"A bill to amend the Internal Revenue Code of 1954 to provide that tax-exempt treatment allowed to certain industrial development bonds be restricted to bonds the proceeds of which are to be used within economic development areas, and to allow national banks to underwrite these bonds.",1,100.0,0.0,0.0,95-HR-2640,1977,95
1.0,A bill to reevaluate and redirect the stimulus.,2,200.0,0.0,0.0,111-S-2981,2010,111
1.0,A bill to amend the Tax Reform Act of 1969 to extend certain transitional rules for private foundations for one year.,2,200.0,0.0,0.0,96-S-1191,1979,96
1.0,"To amend the Internal Revenue Code of 1954 to encourage the establishment of voluntary pension plans by individuals, to promote thrift, and to stimulate expansion of employment through investment.",1,200.0,0.0,0.0,85-HR-7675,1957,85
1.0,"To authorize private transactions involving the sale, acquisition, or holding of gold within the United States, its Territories and possessions, including Alaska, and for other purposes",1,100.0,0.0,0.0,84-HR-661,1955,84
1.0,"To amend the Internal Revenue Code of 1954 to extend the head of household benefits to unremarried widows and widowers, and individuals who have attained ace 35 and who have never been married or who have been separated or divorced for 1 year or more, who maintain their own households",1,200.0,0.0,0.0,92-HR-1707,1971,92
1.0,To provide for a temporary increase in the public debt limit set forth in section 21 of the Second Liberty Bond Act.,1,100.0,1.0,1.0,87-HR-11990,1962,87
1.0,A bill to amend the Internal Revenue Code of 1954 to allow taxpayers electing the standard deduction to take a separate deduction for charitable contributions and to allow low- and middle-income taxpayers a deduction of up to 200 percent of such contribut,1,200.0,0.0,0.0,94-HR-11889,1976,94
1.0,"A bill to amend the Internal Revenue Code of 1986 to provide a reduction in the capital gains tax for assets held more than 2 years, to impose a surcharge on short-term capital gains, and for other purposes.",2,200.0,0.0,0.0,104-S-924,1995,104
1.0,"To amend the Internal Revenue Code of 1954 ,to extend the head of house hold benefits to un-remarried widows and widowers, and individuals who have attained age 35 and who have never been married or who have been separated or divorced for 3 years or more, who maintain their own households",1,100.0,0.0,0.0,91-HR-8603,1969,91
1.0,"To provide that the Secretary of the Treasury shall issue new silver certificates in the denomination of $1, bearing a map of the United Sates, to replace the present silver certificates and notes of that denomination",1,200.0,0.0,0.0,83-HR-4884,1953,83
1.0,"To increase the personal incometax exemption of a taxpayer and the additional exemption for his spouse from 6600 to 61,000, and to increase the exemption for a dependent from 6600 to 6750",1,100.0,0.0,0.0,82-HR-6542,1952,82
1.0,Relating to the treatment of powers of appointment for estate and gift tax purposes,1,100.0,1.0,1.0,82-HR-2084,1951,82
1.0,"A bill to amend the Internal Revenue Code of 1986 to deny any deduction for certain fines, penalties, and other amounts.",2,100.0,0.0,0.0,108-S-936,2003,108
1.0,"To amend the Internal Revenue Code of 1954 to require each tax-exempt organization .to file an annual information return showing each source (including governmental sources) of its income and other receipts, and to provide a loss of tax exemption in the case of willful failure to file, or fraudulent statements made in connection with, such return",1,100.0,0.0,0.0,92-HR-1632,1971,92
1.0,"To place a limitation on expenditures and net lending for the fiscal year ending June 30, 1973",1,200.0,0.0,0.0,92-HR-17149,1972,92
1.0,A bill to amend the Internal Revenue Code of 1986 to provide that married couples may file a combined return under which each spouse is taxed using the rates applicable to unmarried individuals.,2,200.0,0.0,0.0,105-S-1285,1997,105
1.0,To amend the Internal Revenue Code to exempt from the Federal admissions tax admissions to sports arenas,1,100.0,0.0,0.0,83-HR-6000,1953,83
1.0,"A bill to amend the Internal Revenue Code of 1954 to provide that the interest on certain obligations issued by an issuer who is in arrears with respect to another obligation issued by the issuer, or guaranteed by a guarantor who is in arrears with respect to another obligation guaranteed by the guarantor, is not exempt from tax.",1,100.0,0.0,0.0,99-HR-5144,1986,99
1.0,"To amend the Internal Revenue Code of 1986 to restore a capital gains tax differential for individual and corporate taxpayers for high-risk, long-term, growth-oriented small business stock held more than 5 years.",1,100.0,0.0,0.0,101-HR-3987,1990,101
1.0,"A bill to provide for increased economic growth, job creation and opportunity by reducing the Federal deficit.",2,200.0,0.0,0.0,103-S-2202,1994,103
1.0,A bill to amend the Internal Revenue Code of 1954 to limit the amount of depreciation and investment tax credit allowable for luxury automobiles.,1,100.0,0.0,0.0,98-HR-4135,1983,98
1.0,To ensure that the receipts and disbursements of the Social Security trust funds are not included in a unified Federal budget.,1,200.0,0.0,0.0,106-HR-5670,2000,106
1.0,To provide that States and political subdivisions which operate liquor stores shall not be required to pay more than one tax as a retail dealer in liquor,1,100.0,1.0,0.0,86-HR-9000,1959,86
1.0,To amend the Internal Revenue Code of 1986 to allow homemakers to get a full IRA deduction.,1,200.0,0.0,0.0,103-HR-3523,1993,103
1.0,A bill to direct the Secretary of the Treasury or his delegate to conduct a study of the advisability of replacing the current Federal income tax system for individuals and corporations.,2,200.0,0.0,0.0,97-S-2376,1982,97
1.0,"A bill to require the president of the Federal Reserve Bank of New York to be appointed by the President, by and with the advice and consent of the Senate.",2,100.0,0.0,0.0,113-S-2937,2014,113
1.0,A bill to amend the Economic Stabilization Act of 1970 to provide effective consumer remedies for retail price violations.,2,100.0,0.0,0.0,93-S-2524,1973,93
1.0,"A bill to amend the Internal Revenue Code of 1954 to limit the amount of depreciation, investment tax credit, and deductions allowable for luxury automobiles.",2,100.0,0.0,0.0,98-S-2232,1984,98
1.0,A bill to amend the Internal Revenue Code of 1986 to allow a credit against income tax for the purchase of hearing aids.,2,200.0,0.0,0.0,108-S-2055,2004,108
1.0,A bill to amend the Internal Revenue Code of 1954 to increase the amount allowable as a deduction for charitable contributions of certain items created by the taxpayer.,1,200.0,0.0,0.0,95-HR-10230,1977,95
1.0,"To amend the Internal Revenue Code of 1954 to repeal the retailers excise taxes certain manufacturers excise taxes, the taxes on admissions, . dues, communications, and transportation of persons, and certain other excise taxes",1,100.0,0.0,0.0,89-HR-7246,1965,89
1.0,"To alleviate the sequestration and to end offshore tax abuses, to preserve our national defense and protect American families and businesses from devastating cuts, and for other purposes.",1,100.0,0.0,0.0,113-HR-3666,2013,113
1.0,"A bill to prohibit the printing of Federal Reserve notes in the denomination of $100, and for other purposes.",1,100.0,0.0,0.0,97-HR-2345,1981,97
1.0,A bill to extend expiring provisions and for other purposes.,2,100.0,0.0,0.0,111-S-3793,2010,111
1.0,To amend the Congressional Budget and Impoundment Control Act of 1974 to require expeditious consideration by the Congress of a proposal by the President to rescind amounts of budget authority if the proposal is transmitted to the Congress on the same day on which the President approves the bill or joint resolution providing such budget authority and does not reduce any program below its prior-year level.,1,200.0,0.0,0.0,101-HR-962,1989,101
1.0,A bill to provide a permanent deduction for States and local general sales taxes.,2,200.0,0.0,0.0,110-S-2233,2007,110
1.0,To repeal the special estate and gift tax provisions relating to community property,1,200.0,0.0,0.0,80-HR-4353,1947,80
1.0,"To amend the Emergency Economic Stabilization Act of 2008 to strike the authority of the Secretary of the Treasury to extend the Troubled Asset Relief Program after 2009, and for other purposes.",1,100.0,0.0,0.0,111-H-4170,2009,111
1.0,"To require that the President transmit to Congress, that the congressional Budget Committees report, and that the Congress consider a balanced budget for each fiscal year.",1,100.0,1.0,0.0,101-HR-5258,1990,101
1.0,To amend the Internal Revenue Code of 1986 to allow State and local taxes to be deducted in computing the alternative minimum tax.,1,100.0,0.0,0.0,107-HR-1196,2001,107
1.0,"A bill to amend the Internal Revenue Code of 1954 to allow a charitable deduction for certain contributions of standards service contracts, and for other purposes.",1,100.0,0.0,0.0,98-HR-2750,1983,98
1.0,"A bill to amend title XIX and part B of title XVIII of the Social Security Act to provide for budget reconciliation for fiscal years 1983, 1984, and 1985.",1,100.0,0.0,0.0,97-HR-6877,1982,97
1.0,"A bill to amend the Internal Revenue Code of 1954 to provide an optional simplified tax method, and for other purposes",2,100.0,0.0,0.0,89-S-2780,1966,89
1.0,A bill to amend the Internal Revenue Code of 1986 to provide major tax simplification.,2,200.0,0.0,0.0,106-S-2642,2000,106
1.0,To amend the excess-profits tax,1,200.0,0.0,0.0,82-HR-4883,1951,82
1.0,"A bill to amend the Employment Act of 1946 to provide for its more effective administration, and to bring to bear an informed public opinion upon price and wage increases which threaten economic stability.",2,100.0,0.0,0.0,86-S-1237,1959,86
1.0,"A bill to rescind certain budget authority as recommended in the message of the President of October 4, 1974 (H. Doc. 93-365), transmitted pursuant to section 1012 of the impoundment Control Act of 1974.",1,100.0,0.0,0.0,93-HR-17204,1974,93
1.0,"To repeal paragraph (6) of section 4221 of the Internal Revenue Code of 1954, and to amend section 4232 of such Code relating to definitions",1,100.0,0.0,0.0,89-HR-325,1965,89
1.0,"To amend section 22 (d) (6) (A) of the Internal Revenue Code, relating to involuntary liquidation and replacement of inventory",1,200.0,0.0,0.0,80-HR-6035,1948,80
1.0,To amend the Internal Revenue Code of 1986 to extend the deduction for State and local sales taxes.,1,200.0,0.0,0.0,110-HR-3680,2007,110
1.0,To eliminate the retroactive tax increases contained in the Revenue Reconciliation Act of 1993.,1,200.0,0.0,0.0,103-HR-2913,1993,103
1.0,To amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory.,1,100.0,0.0,0.0,111-H-3227,2009,111
1.0,"To amend the Internal Revenue Code of 1986 to assist families by increasing the amount of the personal exemption for certain dependents, increasing the IRA deduction, allowing a credit for first-time homebuyers, allowing a deduction for interest on certain education loans, and for other purposes.",1,200.0,0.0,0.0,102-HR-5618,1992,102
1.0,"A bill to provide for a program, to be carried out through the Secretary of Labor, of demonstration projects and an advisory committee to promote economic stability by increasing employment opportunities and improving productivity.",2,200.0,0.0,0.0,94-S-3783,1976,94
1.0,A bill to amend the Internal Revenue Code of 1954 to encourage State and local governments to decrease their reliance on real property taxes as the principal means of funding expenditures for education by allowing n credit against Federal income tax for S,2,100.0,0.0,0.0,92-S-3322,1972,92
1.0,"A bill to amend the Internal Revenue Code of 1986 to repeal the catastrophic supplemental premium, to restore a deduction for two-earner couples and income averaging for farmers, and to increase the maximum individual tax rate to 38.5 percent while lowering the maximum capital gains rate to 28 percent.",2,100.0,0.0,0.0,101-S-1516,1989,101
1.0,A bill to impose a 60-day freeze on prices and rents and direct the President to establish a long-run economic stabilization program.,2,100.0,0.0,0.0,93-S-1542,1973,93
1.0,To amend the Internal Revenue Code of 1986 to exempt certain transactions at fair market value between partnerships and private foundations from the tax on self-dealing and to require the Secretary of the Treasury to establish an exemption procedure from such taxes.,1,200.0,0.0,0.0,105-HR-4714,1998,105
1.0,A bill to amend the Internal Revenue Code of 1954 to increase and index the amount which may be excluded from taxable gifts each calendar year.,2,200.0,0.0,0.0,96-S-1483,1979,96
1.0,"To amend the Internal. Revenue Code of 1954 to provide more equitable rates for the manufacturers excise tax on mechanical lighters for cigarettes, cigars, and pipes",1,100.0,0.0,0.0,88-HR-6607,1963,88
1.0,A bill to make permanent the exclusion of certain services performed on fishing boats from the Federal unemployment tax.,1,100.0,0.0,0.0,98-HR-1313,1983,98
1.0,"A bill to require the President to notify the Congress whenever he impounds funds, or authorizes the impounding of funds, and to provide a procedure under which the House of Representatives and the Senate may approve the President's action or require the President to cease such action.",1,100.0,0.0,0.0,93-HR-1843,1973,93
1.0,To provide for capital-gain treatment with respect to income received on the redemption of certain United States savings bonds.,1,200.0,0.0,0.0,81-HR-303,1949,81
1.0,"To amend section 6 of the Victory Liberty Loan Act to provide that 2 percent of the net budget receipts of the United States shall be placed in a sinking fund and used for the retirement of the national debt, and for other purposes",1,100.0,0.0,0.0,86-HR-2753,1959,86
1.0,"A bill to terminate or limit those activities of the Government which are conducted in competition with private enterprise, to establish the AntiGovernment Competition Board, and for other purposes",2,200.0,0.0,0.0,83-S-3547,1954,83
1.0,To provide for reconciliation pursuant to section 601 of the concurrent resolution on the budget for fiscal year 2008.,1,200.0,1.0,1.0,110-HR-2669,2007,110
1.0,To amend the Internal Revenue Code of 1954 in relations to expenses for care of certain dependents,1,100.0,0.0,0.0,92-HR-4376,1971,92
1.0,A bill to amend the Internal Revenue Code of 1954 to allow attorneys fees Incurred in suits defending or perfecting title to real property to be deducted as expenses.,2,100.0,0.0,0.0,85-S-1495,1957,85
1.0,To amend the Internal Revenue Code of 1954 to provide that interest on series E U.S. savings bonds shall be excluded from gross income,1,100.0,0.0,0.0,88-HR-2329,1963,88
1.0,To amend the Internal Revenue Code of 1986 to encourage guaranteed lifetime income payments by excluding from income a portion of such payments.,1,200.0,0.0,0.0,110-HR-4150,2007,110
1.0,"A bill to amend section 14 (b) of the Federal Reserve Act, as amended, to extend for 5 years the authority of Federal Reserve banks to purchase U.S. obligations directly from the Treasury.",1,100.0,0.0,0.0,94-HR-14848,1976,94
1.0,"To increase the personal income tax exemptions (including the exemptions for dependents and the additional exemptions for old age and blindness) to $1,000 for 1966 and succeeding years",1,100.0,0.0,0.0,89-HR-8860,1965,89
1.0,To amend section 4216 of the Internal Revenue Code with respect to the exclusion of certain local advertising charges from sales price for the purpose of computing manufacturers excise taxes,1,100.0,0.0,0.0,87-HR-6056,1961,87
1.0,To direct the Secretary of the Treasury to develop and present to Congress a legislative proposal to establish a consumption tax.,1,100.0,0.0,0.0,113-HR-2393,2013,113
1.0,"A bill to place a limitation on expenditures and net lending for the fiscal year ending June 30, 1974, and to establish a procedure for executing such limitation.",1,100.0,0.0,0.0,93-HR-7972,1973,93
1.0,A bill to amend section 501(c)(8) of the Internal Revenue Code.,1,100.0,0.0,0.0,95-HR-14133,1978,95
1.0,A bill to permit a compact or agreement between the several States for the uniform treatment of certain matters related to taxation,2,200.0,0.0,0.0,90-S-883,1967,90
1.0,To provide that the marriage penalty relief provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001 shall be permanent whenever the actual on-budget budget of the Government is in balance or surplus and the Director of the Office of Management and Budget determines that this Act will not cause on-budget deficits.,1,100.0,0.0,0.0,107-HR-5043,2002,107
1.0,To increase to $600 the amount a dependent may earn without loss of exemption to the taxpayer,1,200.0,0.0,0.0,81-HR-3639,1949,81
1.0,A bill to amend the Federal Reserve Act to require that detailed minutes of Federal Open Market Committee meetings be released to the general public three years after the date of the meeting to which they relate.,1,100.0,0.0,0.0,96-HR-2307,1979,96
1.0,"A bill to amend the Internal Revenue Code of 1986 to require adequate disclosure of transactions which have a potential for tax avoidance or evasion, and for other purposes.",2,100.0,0.0,0.0,107-S-2498,2002,107
1.0,To direct the Director of the Office of Management and Budget to reduce preexisting balances on the paygo scorecard for fiscal years 2002 and 2003 to zero and to extend the statutory budget disciplines through fiscal year 2007.,1,100.0,0.0,0.0,107-HR-5672,2002,107
1.0,To amend the Internal Revenue Code of 1986 to revise the procedures applicable to the determination of employment status for purposes of the employment taxes and to increase information reporting by businesses and corresponding compliance by individuals treated as independent contractors.,1,100.0,0.0,0.0,102-HR-5011,1992,102
1.0,To provide for the appointment of an advisory committee to recommend improvements in and simplification of Federal tax return forms and procedures,1,200.0,0.0,0.0,91-HR-10092,1969,91
1.0,"To make 5 percent across-the-board rescissions in non-defense, non-homeland-security, and non-veterans-affairs discretionary spending for each of the fiscal years 2013 and 2014.",1,200.0,0.0,0.0,113-HR-59,2013,113
1.0,To amend the Internal Revenue Code of 1986 to provide a 50-percent capital gains deduction for both corporate and noncorporate taxpayers.,1,200.0,0.0,0.0,101-HR-1599,1989,101
1.0,To provide that production machinery acquired during 1958 and used in a trade or business may be depreciated over a 5-year period,1,200.0,0.0,0.0,85-HR-11863,1958,85
1.0,A bill to restore the investment tax credit for investment in certain depreciable property,2,200.0,0.0,0.0,92-S-2188,1971,92
1.0,To provide for the exemption from taxation of certain tangible personal property,1,100.0,0.0,0.0,82-HR-2523,1951,82
1.0,To amend the Internal Revenue Code of 1986 to allow charitable organizations to collect and disperse deductible contributions for certain individuals who are injured or killed in an effort to protect life or property.,1,200.0,0.0,0.0,110-HR-5930,2008,110
1.0,To amend the Internal Revenue Code of 1986 to enhance charitable giving and improve disclosure and tax administration.,1,200.0,1.0,0.0,110-HR-7083,2008,110
1.0,A bill to amend the Internal Revenue Code of 1954 to allow a deduction for certain expenses incurred by an individual in maintaining a foreign student as a member of his household.,2,100.0,0.0,0.0,88-S-1491,1963,88
1.0,A bill to amend the Internal Revenue Code of 1986 to allow less frequent deposits of payroll taxes for employers of certain lower paid employees.,2,200.0,0.0,0.0,101-S-1618,1989,101
1.0,A bill to amend the Internal Revenue Code of 1986 to repeal the reduction in the deductible portion of expenses for business meals and entertainment.,2,100.0,0.0,0.0,108-S-1482,2003,108
1.0,"A bill to repeal section 2036(c) of the Internal Revenue Code of 1986, relating to valuation freezes.",2,100.0,0.0,0.0,101-S-849,1989,101
1.0,A bill to delay for one year the effective date of the changes made by the Tax Reform Act of 1976 in the minimum tax on individuals.,1,100.0,0.0,0.0,95-HR-1463,1977,95
1.0,A bill to amend the Internal Revenue Code of 1954 to allow a deduction for State and local taxes imposed on the rental of dwelling units.,1,200.0,0.0,0.0,94-HR-11067,1975,94
1.0,"Making supplemental appropriations for the Fiscal year ending June 30, 1973, and for other purposes",1,100.0,1.0,1.0,92-HR-17034,1972,92
1.0,"A bill to authorize revised procedures for the destruction of unfit Federal Reserve notes, and for other purposes",2,100.0,0.0,1.0,89-S-1308,1965,89
1.0,To stabilize the price interest rate at 71/2 percent,1,100.0,0.0,0.0,91-HR-14947,1969,91
1.0,A bill to amend the Internal Revenue Code of 1954 to repeal the requirement that contemporaneous records be kept to substantiate certain deductions and credits.,2,200.0,0.0,0.0,99-S-245,1985,99
1.0,A bill to amend the Internal Revenue Code so as to treat as an involuntary conversion the sale or exchange of property by a taxpayer in order to remove a legal inhibition on his discharging governmental duties,2,200.0,0.0,0.0,83-S-1583,1953,83
1.0,A bill to amend the Internal Revenue Code of 1954 to repeal the special leasing provisions enacted by the Economic Recovery Act of 1981.,1,200.0,0.0,0.0,97-HR-5165,1981,97
1.0,To amend the Internal Revenue Code of 1954 to provide that no documentary stamp tax shall be imposed with respect to conveyances to which a State or political subdivision thereof is a party.,1,100.0,0.0,0.0,85-HR-6849,1957,85
1.0,"A bill to amend the Internal Revenue Code of 1954 to allow individuals a tax credit of $250 for each personal exemption, and to repeal the deduction for personal exemptions.",1,100.0,0.0,0.0,95-HR-9411,1977,95
1.0,To aid in controlling inflation. and for other purposes,1,100.0,0.0,0.0,83-HR-3486,1953,83
1.0,"To provide that, beginning with fiscal year 1994, the President transmit to Congress and Congress consider a budget that requires a balanced budget by fiscal year 1998 and for subsequent fiscal years, and for other purposes.",1,100.0,0.0,0.0,102-HR-5333,1992,102
1.0,To establish a Commission on Tax Coordination in the United States,1,200.0,0.0,0.0,80-HR-5369,1948,80
1.0,"To modify the tax and budget priorities of the United States, and for other purposes.",1,100.0,0.0,0.0,102-HR-3680,1991,102
1.0,"Making supplemental appropriations and rescissions for the fiscal year ending September 30, 1998, and for other purposes.",1,200.0,0.0,0.0,105-HR-3580,1998,105
1.0,A bill to amend the Internal Revenue Code of 1954 to restrict to 10 percent the maximum rate of interest with respect to certain underpayments of individual income tax where a notice of deficiency was not timely sent.,1,200.0,0.0,0.0,98-HR-6171,1984,98
1.0,"To promote the common defense by providing for the, retention and maintenance of a national reserve of Industrial productive capacity, and for other purposes",1,200.0,0.0,0.0,80-HR-3670,1947,80
1.0,"To amend the Internal Revenue Code of 1986 to allow a temporary dividends received deduction for repatriated foreign earnings, and for other purposes.",0,200.0,0.0,0.0,114-HR-2225,2015,114
1.0,"To increase the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemption for a dependent, and the additional exemption for old age or blindness) from $600 to $1,000",1,100.0,0.0,0.0,83-HR-1092,1953,83
1.0,A bill to amend section 4216(b) of the Internal Revenue Code of 1954 relating to the determination of constructive sale price for purposes of applying manufacturers excise taxes.,2,100.0,0.0,0.0,88-S-1393,1963,88
1.0,A bill to protect retired and disabled persons by preserving the integrity of the Consumer Price Index.,2,200.0,0.0,0.0,96-S-2430,1980,96
1.0,A bill to create a Congressional Price Ombudsman.,1,100.0,0.0,0.0,93-HR-15299,1974,93
1.0,A bill to repeal or limit certain retailers excise taxes,2,200.0,0.0,0.0,89-S-931,1965,89
1.0,"To provide for an election to exchange research-related tax benefits for a refundable tax credit, for the recapture of refunds in certain circumstances, and for other purposes.",1,200.0,0.0,0.0,107-HR-2153,2001,107
1.0,"A bill to amend title 31, United States Code, to include in the President's budget of the United States Government a statement of the interest which accrues for each fiscal year on outstanding zero-coupon bonds.",2,200.0,0.0,0.0,99-S-368,1985,99
1.0,To amend the Internal Revenue Code with respect to the taxation of certain corporate distributions,1,100.0,0.0,0.0,80-HR-6529,1948,80
1.0,To amend section 447 of the Internal Revenue Code,1,100.0,0.0,0.0,83-HR-6100,1953,83
1.0,A bill to eliminate the automatic inflation increases for discretionary programs built into the baseline projections and require budget estimates to be compared with the prior years level.,2,200.0,0.0,0.0,113-S-185,2013,113
1.0,To amend section 811 (c) of the Internal Revenue Code (relating to transfers in contemplation of or taking effect at death),1,200.0,0.0,0.0,82-HR-4015,1951,82
1.0,To amend section 1234 of the Internal Revenue Code of 1954.,1,100.0,0.0,0.0,84-HR-9338,1956,84
1.0,To amend the Internal Revenue Code of 1986 to restore a limited investment tax credit.,1,200.0,0.0,0.0,101-HR-1543,1989,101
1.0,A bill to require that any calculation of the Federal deficit made as a part of the Federal budget process include a calculation of the Federal deficit minus the Social Security reserves.,2,100.0,0.0,0.0,101-S-537,1989,101
1.0,To amend the Internal Revenue Code of 1954 to provide that no penalty shall be imposed for failure to deposit certain taxes in Government depositories.,1,100.0,0.0,0.0,84-HR-10171,1956,84
1.0,"A bill to amend the Internal Revenue Code of 1954 to permit individuals to elect to take a credit against their Fedarl income tax for one-half of the State and local income taxes paid by them, in lieu of deducting tech taxes.",2,200.0,0.0,0.0,90-S-1743,1967,90
1.0,To amend the Internal Revenue Code of 1986 to provide penalty free distributions and loans from certain retirement plans for the purchase and refinancing of principal residences.,1,200.0,0.0,0.0,111-H-1629,2009,111
1.0,A bill to ensure high-income earners pay a fair share of Federal taxes.,1,100.0,0.0,0.0,114-S-161,2015,114
1.0,To amend the Internal Revenue Code of 1986 to increase the exemption amounts for individuals under the alternative minimum tax.,1,100.0,0.0,0.0,108-HR-4288,2004,108
1.0,A bill to amend the Internal Revenue Code of 1954 to provide that the tax on admissions shall not apply to admissions to any live dramatic (including musical) performance.,2,200.0,0.0,0.0,86-S-3891,1960,86
1.0,"To increase the personal income tax exemptions (including the exemptions for dependents and the additional exemptions for old age and blindness) to $1,000 for 1959 and succeeding years",1,100.0,0.0,0.0,86-HR-1350,1959,86
1.0,To exempt amateur and semiprofessional baseball games and rodeos conducted by certain nonprofit organizations from the admissions tax,1,200.0,0.0,0.0,83-HR-5056,1953,83
1.0,A bill to amend the Internal Revenue Code of 1986 to reduce the marriage penalty by providing a nonrefundable dual-earner credit and adjustment to the earned income credit.,2,100.0,0.0,0.0,107-S-853,2001,107
1.0,A bill to amend the Federal Reserve Act to provide for the pricing of Federal Reserve System services and the payment of interest on reserves.,1,200.0,0.0,0.0,95-HR-12279,1978,95
1.0,To amend the Congressional Budget and Impoundment Control Act of 1974 to require expeditious consideration by the Congress of a proposal by the President to rescind all or part of any item of budget authority if the proposal is transmitted to the Congress on the same day on which the President approves the bill or joint resolution providing such budget authority.,1,100.0,0.0,0.0,101-HR-235,1989,101
1.0,A bill to amend the Internal Revenue Code of 1954 to adjust provisions governing private foundations.,1,200.0,0.0,0.0,97-HR-1364,1981,97
1.0,A bill to amend the Revenue and Expenditure Control Act of 1968.,2,100.0,0.0,0.0,90-S-3987,1968,90
1.0,"A bill to provide a fully offset temporary extension of certain programs so as not to increase the deficit, and for other purposes.",2,200.0,0.0,0.0,111-S-3153,2010,111
1.0,To amend section 731 of the Internal Revenue Code,1,100.0,0.0,0.0,80-HR-6394,1948,80
1.0,To equalize the taxation of insurance companies (other than life insurance companies) and to provide revenue,1,100.0,0.0,0.0,87-HR-6659,1961,87
1.0,A bill to amend the Internal Revenue Code of 1954 to exclude from the gross income of non-corporate taxpayers gain from the sale or exchange of assets which have been held by the taxpayer for more than 1 year.,1,200.0,0.0,0.0,96-HR-6653,1980,96
1.0,A bill to provide that individuals who live in the 8th Congressional District of Indiana shall not be required to pay Federal income tax for any period during which they are without representation in the House of Representatives.,1,200.0,0.0,0.0,99-HR-1300,1985,99
1.0,"A bill to amend the Internal Revenue Code of 1954 to make certain changes in the rules relating to imputing interest on certain deferred payments with respect to sales and exchanges of residential, business, and investment property.",1,100.0,0.0,0.0,98-HR-6306,1984,98
1.0,A bill to amend section 203 of the Economic Stabilization Act of 1970 to permit the pass-through of certain cost increases.,2,200.0,0.0,0.0,93-S-2415,1973,93
1.0,"A bill to amend the Congressional Budget Act of 1974 to require the Congress to establish, for each fiscal year, a regulatory budget for each Federal agency which sets the maximum costs of compliance with all rules and regulations promulgated by that agen",1,200.0,0.0,0.0,95-HR-14370,1978,95
1.0,"To amend the Internal Revenue Code of 1954 to allow an individual over a 5-year period, a credit for social security taxes paid by him",1,200.0,0.0,0.0,88-HR-6240,1963,88
1.0,To eliminate the income tax discrimination against married persons living in noncommunity property States by permitting them to compute their income taxes in a manner similar to that in which married persons living in community property States compute the,1,200.0,0.0,0.0,80-HR-2564,1947,80
1.0,"A bill to amend section 2412(b), title 28, United States Code, with respect to the taxation of costs.",2,100.0,0.0,1.0,86-S-1643,1959,86
1.0,"A bill to amend title 31, United States Code, to provide for the licensing by the Secretary of the Treasury of Internet poker and other games that are predominantly of skill, to provide for consumer protections on the Internet, to enforce the tax code, and for other purposes.",2,100.0,0.0,0.0,111-S-1597,2009,111
1.0,"A bill to amend the Internal Revenue Code of 1954 to provides for an increase in the amount of the personal exemption for taxable years beginning after December 31, 1974.",1,100.0,0.0,0.0,94-HR-1624,1975,94
1.0,A bill to amend section 813 of the Internal Revenue Code of 1954 to change the percentage depletion allowance for gold mines.,2,200.0,0.0,0.0,85-S-2005,1957,85
1.0,To promote international monetary stability and to share seigniorage with officially dollarized countries.,1,200.0,0.0,0.0,106-HR-3493,1999,106
1.0,A bill to amend the Internal Revenue Code of 1954 to provide certain tax incentives for individuals and businesses in depressed areas.,1,200.0,0.0,0.0,96-HR-7563,1980,96
1.0,"A bill to increase the temporary debt limitation until November 15, 1975.",1,100.0,1.0,1.0,94-HR-8030,1975,94
1.0,To increase the cap on qualified small issue bonds.,1,200.0,0.0,0.0,108-HR-1152,2003,108
1.0,"A bill to amend the Internal Revenue Code of 1986 to reduce the depreciation recovery period for certain restaurant buildings, and for other purposes.",2,200.0,0.0,0.0,107-S-732,2001,107
1.0,A bill to remove the discrimination against fiscal year individuals with respect to the changes in the minimum tax on capital gains made by the Revenue Act of 1978.,1,200.0,0.0,0.0,96-HR-6189,1979,96
1.0,"A bill to provide a Federal income tax credit for Patriot employers, and for other purposes.",2,100.0,0.0,0.0,110-S-1945,2007,110
